s1,s2,s3,s4,class
74,66,1236,66,Samsung SmartCam
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,74,74,74,Android Phone
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,204,66,Samsung Galaxy Ta
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,268,66,Samsung Galaxy Ta
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,236,66,Samsung Galaxy Ta
74,66,213,66,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,292,292,Android Phone
74,66,78,1484,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,205,66,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,209,66,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,236,66,Samsung Galaxy Ta
74,66,213,66,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
216,216,216,216,Laptop
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
90,90,90,90,Amazon Echo
90,90,90,90,TPLink Router Bridge LAN (Gateway)
74,66,273,66,Android Phone
74,66,204,143,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
74,54,483,54,Android Phone
74,54,537,537,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
62,54,106,58,Netatmo weather station
58,78,54,62,TPLink Router Bridge LAN (Gateway)
74,66,249,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,326,1514,Belkin Wemo switch
74,66,252,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,326,1514,Belkin Wemo switch
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,647,66,Samsung Galaxy Ta
74,66,644,66,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
75,75,75,75,Amazon Echo
91,103,103,91,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
216,216,216,216,Laptop
74,74,74,74,Android Phone
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,408,66,PIX-STAR Photo-frame
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
74,66,66,66,TPLink Router Bridge LAN (Gateway)
74,54,571,54,Amazon Echo
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
74,66,78,260,Android Phone
74,74,66,1484,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,268,66,Android Phone
74,66,268,66,Android Phone
74,66,205,66,TPLink Router Bridge LAN (Gateway)
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,288,66,Android Phone
74,66,288,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,274,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,249,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,310,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,326,1514,Belkin Wemo switch
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
216,216,216,216,Laptop
1392,358,1392,354,Laptop
66,54,571,254,Laptop
66,54,206,142,TPLink Router Bridge LAN (Gateway)
1392,1392,1392,80,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
74,66,260,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,273,173,Android Phone
74,66,204,143,TPLink Router Bridge LAN (Gateway)
74,66,265,66,Withings Smart Baby Monitor
74,91,66,331,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,66,459,66,Withings Smart Baby Monitor
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
62,62,62,62,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,252,66,Belkin wemo motion sensor
74,66,252,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,326,1514,Belkin Wemo switch
74,66,1236,66,Samsung SmartCam
74,66,249,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,326,1514,Belkin Wemo switch
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
216,216,216,216,Laptop
1514,1514,1514,1514,Samsung SmartCam
1392,1076,242,86,Laptop
66,54,571,254,Laptop
66,54,206,108,TPLink Router Bridge LAN (Gateway)
1392,72,69,294,TPLink Router Bridge LAN (Gateway)
74,66,408,66,PIX-STAR Photo-frame
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,290,66,Android Phone
74,66,1514,1415,TPLink Router Bridge LAN (Gateway)
66,54,248,66,Laptop
66,54,403,1514,TPLink Router Bridge LAN (Gateway)
66,54,248,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,194,54,Laptop
66,54,606,54,TPLink Router Bridge LAN (Gateway)
66,54,320,605,Laptop
66,54,54,165,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,251,54,Laptop
66,54,54,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,208,208,Laptop
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
1392,921,232,83,Laptop
66,54,571,254,Laptop
66,54,206,108,TPLink Router Bridge LAN (Gateway)
1392,72,1392,72,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
216,216,216,216,Laptop
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,249,66,Belkin wemo motion sensor
74,74,66,252,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
350,350,350,350,Belkin Wemo switch
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,249,66,Belkin wemo motion sensor
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,66,326,1514,Belkin Wemo switch
74,66,1236,66,Samsung SmartCam
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
66,54,555,54,Laptop
66,54,360,498,HP Printer
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
1514,1514,1514,1514,Samsung SmartCam
74,66,292,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,271,66,Android Phone
74,66,267,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,260,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,164,111,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,164,111,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,1514,96,TPLink Router Bridge LAN (Gateway)
74,66,260,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,268,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,261,66,Android Phone
1392,80,1392,393,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
1392,1392,77,1392,TPLink Router Bridge LAN (Gateway)
1392,1392,83,77,Laptop
1392,1392,83,77,Laptop
1392,1392,77,1392,TPLink Router Bridge LAN (Gateway)
1392,1392,69,1392,TPLink Router Bridge LAN (Gateway)
1392,1392,83,77,Laptop
1392,1392,69,1392,TPLink Router Bridge LAN (Gateway)
1392,1392,1392,1392,Laptop
1392,80,77,898,Laptop
1392,77,1392,83,TPLink Router Bridge LAN (Gateway)
1392,1392,80,1392,TPLink Router Bridge LAN (Gateway)
1392,423,74,83,Laptop
1392,72,1392,72,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
216,216,216,216,Laptop
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,1514,950,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,459,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
62,54,751,54,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,364,1514,TPLink Router Bridge LAN (Gateway)
66,54,66,54,Laptop
66,54,66,466,Laptop
66,54,66,54,Laptop
66,54,444,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,74,66,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,1514,690,Laptop
66,54,264,54,Laptop
66,54,264,54,Laptop
66,54,264,54,Laptop
66,66,54,1514,TPLink Router Bridge LAN (Gateway)
66,66,54,74,TPLink Router Bridge LAN (Gateway)
66,54,906,54,Laptop
66,54,910,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,905,54,Laptop
66,54,906,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,528,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,931,54,Laptop
74,66,281,66,TP-Link Smart plug
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1271,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,513,54,Laptop
66,54,1194,66,TPLink Router Bridge LAN (Gateway)
66,54,468,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,1339,54,Laptop
66,54,608,184,TPLink Router Bridge LAN (Gateway)
66,54,486,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,466,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,493,54,Laptop
66,54,493,54,Laptop
66,54,460,721,HP Printer
66,54,494,467,Laptop
66,54,460,721,HP Printer
66,54,478,54,Laptop
66,54,489,54,Laptop
66,54,548,54,Laptop
66,54,364,54,HP Printer
66,54,366,1514,HP Printer
66,54,380,1514,HP Printer
66,54,364,54,HP Printer
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,547,54,Laptop
66,54,396,54,HP Printer
78,78,78,78,Laptop
78,78,78,78,Laptop
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,408,66,PIX-STAR Photo-frame
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,291,66,Android Phone
74,66,1464,1464,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
66,54,284,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,284,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,458,66,Withings Smart Baby Monitor
74,66,331,66,TPLink Router Bridge LAN (Gateway)
62,54,106,58,Netatmo weather station
58,78,54,62,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
350,350,350,350,Belkin Wemo switch
74,66,252,66,Belkin wemo motion sensor
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,1236,66,Samsung SmartCam
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
66,54,495,54,Laptop
66,54,384,1514,HP Printer
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,481,66,Android Phone
74,66,212,147,TPLink Router Bridge LAN (Gateway)
90,90,90,90,Amazon Echo
90,90,90,90,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
90,90,90,90,Amazon Echo
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
90,90,90,90,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
75,75,74,74,Samsung SmartCam
91,103,147,276,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Amazon Echo
216,216,216,216,Laptop
66,54,162,54,TP-Link Day Night Cloud camera
66,54,349,54,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
66,54,252,54,Laptop
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,74,54,54,Android Phone
62,62,54,1514,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,74,74,66,Android Phone
74,74,74,66,TPLink Router Bridge LAN (Gateway)
1392,357,1392,83,Laptop
66,54,571,254,Laptop
66,54,206,142,TPLink Router Bridge LAN (Gateway)
1392,80,1392,1392,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,647,66,Samsung Galaxy Ta
74,66,644,66,TPLink Router Bridge LAN (Gateway)
74,66,647,66,Samsung Galaxy Ta
74,66,788,66,TPLink Router Bridge LAN (Gateway)
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,275,66,Samsung Galaxy Ta
74,66,203,66,TPLink Router Bridge LAN (Gateway)
216,216,216,216,Laptop
90,90,90,90,Amazon Echo
90,90,90,90,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
1392,1003,83,77,Laptop
66,54,571,254,Laptop
66,54,206,108,TPLink Router Bridge LAN (Gateway)
1392,80,1392,428,TPLink Router Bridge LAN (Gateway)
66,54,532,54,Laptop
66,54,360,464,HP Printer
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
66,54,54,54,Laptop
74,66,265,66,Withings Smart Baby Monitor
74,91,66,331,TPLink Router Bridge LAN (Gateway)
66,54,54,54,Laptop
66,54,55,55,Laptop
66,54,55,55,Laptop
66,54,54,54,HP Printer
66,54,55,55,Laptop
66,54,55,55,Laptop
66,54,54,54,HP Printer
66,54,54,54,HP Printer
66,54,54,54,HP Printer
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
66,54,55,55,Laptop
66,54,54,54,HP Printer
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,74,74,74,Android Phone
74,66,387,66,Withings Smart Baby Monitor
1514,1514,1514,1514,Samsung SmartCam
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
216,216,216,216,Laptop
74,66,275,66,Samsung Galaxy Ta
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,248,66,Withings Smart Baby Monitor
74,66,339,66,Withings Smart Baby Monitor
74,66,1514,248,TPLink Router Bridge LAN (Gateway)
74,66,252,66,Belkin wemo motion sensor
74,66,1236,66,Samsung SmartCam
74,66,249,66,Belkin wemo motion sensor
74,66,326,1514,Belkin Wemo switch
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,310,66,Belkin wemo motion sensor
74,290,1514,1514,Laptop
74,54,541,54,Android Phone
74,54,387,54,TPLink Router Bridge LAN (Gateway)
1514,1514,1514,1514,Samsung SmartCam
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
74,66,583,66,Android Phone
74,66,214,120,TPLink Router Bridge LAN (Gateway)
74,66,285,66,Android Phone
74,66,1448,66,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Amazon Echo
74,66,66,66,Amazon Echo
74,54,280,54,Android Phone
74,66,66,66,Amazon Echo
66,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,291,66,Android Phone
74,66,1464,1464,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,205,66,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,260,66,Android Phone
74,66,1474,1474,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,583,66,Android Phone
74,66,224,66,TPLink Router Bridge LAN (Gateway)
74,66,224,66,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,583,66,Android Phone
74,66,224,66,TPLink Router Bridge LAN (Gateway)
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,66,313,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,236,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,284,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,284,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,268,66,Android Phone
74,66,268,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,284,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
1392,80,1392,1392,Android Phone
1392,80,83,1392,Android Phone
1392,1392,77,80,TPLink Router Bridge LAN (Gateway)
1392,1392,77,1392,TPLink Router Bridge LAN (Gateway)
74,66,273,66,Android Phone
74,66,204,143,TPLink Router Bridge LAN (Gateway)
74,66,264,66,Samsung Galaxy Ta
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,291,66,Android Phone
74,66,1464,1464,TPLink Router Bridge LAN (Gateway)
74,66,292,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,74,74,66,Android Phone
74,74,66,224,TPLink Router Bridge LAN (Gateway)
74,74,74,66,Android Phone
74,74,66,224,TPLink Router Bridge LAN (Gateway)
74,74,74,66,Android Phone
74,74,66,205,TPLink Router Bridge LAN (Gateway)
74,66,568,66,Android Phone
74,66,318,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
74,66,291,66,Android Phone
74,66,1464,1464,TPLink Router Bridge LAN (Gateway)
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,320,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
74,74,74,74,Android Phone
74,66,383,71,Android Phone
74,66,66,246,TPLink Router Bridge LAN (Gateway)
74,66,379,1174,Android Phone
74,66,66,66,TPLink Router Bridge LAN (Gateway)
74,66,272,66,Belkin wemo motion sensor
74,66,1514,435,TPLink Router Bridge LAN (Gateway)
74,66,291,66,Android Phone
74,66,1464,1464,TPLink Router Bridge LAN (Gateway)
74,66,297,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,287,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,272,66,Belkin wemo motion sensor
74,66,1514,435,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Android Phone
74,66,203,66,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,292,66,Android Phone
74,66,209,66,TPLink Router Bridge LAN (Gateway)
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
1392,80,1392,246,Android Phone
1392,1392,77,1392,TPLink Router Bridge LAN (Gateway)
74,66,274,66,Android Phone
74,66,1484,1484,TPLink Router Bridge LAN (Gateway)
74,66,368,1514,Android Phone
74,66,66,66,TPLink Router Bridge LAN (Gateway)
74,66,357,66,Netatmo Welcome
74,66,1510,1510,TPLink Router Bridge LAN (Gateway)
74,54,267,54,Android Phone
62,54,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,583,66,Samsung Galaxy Ta
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,260,66,Android Phone
74,66,1514,1514,TPLink Router Bridge LAN (Gateway)
74,66,458,66,Withings Smart Baby Monitor
74,66,331,66,TPLink Router Bridge LAN (Gateway)
74,66,298,66,Samsung SmartCam
74,66,379,66,TPLink Router Bridge LAN (Gateway)
74,66,66,66,Samsung SmartCam
1514,1514,1514,1514,Samsung SmartCam
74,66,357,66,Netatmo Welcome
